Event	ID	Name			Wwise Object Path	Notes
	13542051	Ambience_Main			\Default Work Unit\Environment\Ambience\Ambience_Main	
	674522502	Land			\Default Work Unit\Movement\Land	
	714885747	Coffin_Open_Begin			\Default Work Unit\Environment\Crypt\Coffin\Coffin_Open_Begin	
	1345353089	Cell_Door_Open_Begin			\Default Work Unit\Environment\Dungeon\Cell_Door_Open_Begin	
	1397875539	Coffin_Open_End			\Default Work Unit\Environment\Crypt\Coffin\Coffin_Open_End	
	1866025847	Footstep			\Default Work Unit\Movement\Footstep	
	1898196184	Candle_Active_Loop			\Default Work Unit\Environment\Candle_Active_Loop	
	2488284511	Cell_Door_Close_Begin			\Default Work Unit\Environment\Dungeon\Cell_Door_Close_Begin	
	2584527849	Coffin_Close_End			\Default Work Unit\Environment\Crypt\Coffin\Coffin_Close_End	
	2697518177	Coffin_Close_Begin			\Default Work Unit\Environment\Crypt\Coffin\Coffin_Close_Begin	
	3008899467	Torch_Active_Loop			\Default Work Unit\Environment\Torch_Active_Loop	
	3297270897	Water_Droplet			\Default Work Unit\Environment\Ambience\Water_Droplet	
	3565464523	Fire_Active_Loop			\Default Work Unit\Environment\Fire_Active_Loop	
	3785983161	Coffin_Shake			\Default Work Unit\Environment\Crypt\Coffin\Coffin_Shake	
	3805516495	Cell_Door_Close_End			\Default Work Unit\Environment\Dungeon\Cell_Door_Close_End	
	3833651337	Jump			\Default Work Unit\Movement\Jump	
	3981690456	Redneck_Rolls_Dice			\Default Work Unit\Debug\Redneck_Rolls_Dice	
	4233653001	Cell_Door_Open_End			\Default Work Unit\Environment\Dungeon\Cell_Door_Open_End	

Switch Group	ID	Name			Wwise Object Path	Notes
	3539622648	Ground_Material			\Default Work Unit\Ground_Material	

Switch	ID	Name	Switch Group			Notes
	504532776	Brick	Ground_Material			
	841620460	Concrete	Ground_Material			
	2799564571	DirtRockAsh	Ground_Material			
	3400588079	WoodMetal	Ground_Material			
	3793643790	WoodPlank	Ground_Material			

State Group	ID	Name			Wwise Object Path	Notes
	3238956108	Player_Location			\Default Work Unit\Player_Location	

State	ID	Name	State Group			Notes
	608898761	Dungeon	Player_Location			
	748895195	None	Player_Location			
	1755593458	Crypt_Coffin_Chamber	Player_Location			
	2761606855	Crypt	Player_Location			

Custom State	ID	Name	State Group	Owner		Notes
	156545532	Crypt_Coffin_Chamber	Player_Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\Torch Loop		
	992383729	Crypt_Coffin_Chamber	Player_Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\SE_Candle_Loop		

Game Parameter	ID	Name			Wwise Object Path	Notes
	194404061	Predelay			\Default Work Unit\Reverb\Predelay	
	744829470	NumOfCandles			\Default Work Unit\Environment\NumOfCandles	
	1299678381	Decay			\Default Work Unit\Reverb\Decay	
	2947715227	HFDamping			\Default Work Unit\Reverb\HFDamping	

Audio Bus	ID	Name			Wwise Object Path	Notes
	393239870	SFX			\Default Work Unit\Master Audio Bus\SFX	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	1557528409	Aux_Room_Medium			\Default Work Unit\Master Audio Bus\SFX\Aux_Room_Medium	
	1559320942	Aux_Corridor			\Default Work Unit\Master Audio Bus\SFX\Aux_Corridor	
	3065706299	Aux_Dynamic			\Default Work Unit\Master Audio Bus\SFX\Aux_Dynamic	
	3408535089	Aux_Room_Large			\Default Work Unit\Master Audio Bus\SFX\Aux_Room_Large	

Effect plug-ins	ID	Name	Type				Notes
	149555470	SE_SFX_Footstep_Brick_3	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Brick_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Brick\SE_SFX_Footstep_Brick_3		42484
	150910668	SE_SFX_Water_Drip_13	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Water_Drip_13_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Water_Droplet\SE_SFX_Water_Drip_13		175512
	152626358	SE_SFX_Coffin_Close_Anim	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Coffin_Close_Anim_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Crypt\Coffin\Close_Anim\SE_SFX_Coffin_Close_Anim		397584
	154167663	SE_SFX_Footstep_Brick_10	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Brick_10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Brick\SE_SFX_Footstep_Brick_10		48064
	167422895	SE_SFX_Footstep_Wood_16	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_16_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_16		33404
	175025347	SE_SFX_Water_Drip_5	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Water_Drip_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Water_Droplet\SE_SFX_Water_Drip_5		149184
	183675266	SE_SFX_Footstep_Brick_2	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Brick_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Brick\SE_SFX_Footstep_Brick_2		34624
	186390572	Crypt Track	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_AMB_Room_Crypt_Loop_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Ambience_Main\Crypt Amb Playlist\Ambience_Crypt\Crypt Track		22959040
	192995292	Chair_Creak_Quick_8	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\Chair_Creak_Quick_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood_Creak\Chair_Creak_Quick_8		66420
	219021047	SE_SFX_Footstep_Wood_10	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_10		18886
	220010548	SE_SFX_Land_Wood_11	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Wood_11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Wood\SE_SFX_Land_Wood_11		54216
	220601687	SE_SFX_Land_Wood_6	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Wood_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Wood\SE_SFX_Land_Wood_6		47664
	223819212	SE_SFX_Footstep_Concrete_25	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Concrete_25_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Concrete\SE_SFX_Footstep_Concrete_25		56796
	228606426	SE_SFX_Land_Concrete_4	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Concrete_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Concrete\SE_SFX_Land_Concrete_4		46604
	242488717	SE_SFX_Land_Brick_1	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Brick_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Brick\SE_SFX_Land_Brick_1		47824
	248510524	SE_SFX_Water_Drip_8	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Water_Drip_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Water_Droplet\SE_SFX_Water_Drip_8		51572
	249650757	SE_SFX_Land_Wood_3	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Wood_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Wood\SE_SFX_Land_Wood_3		47748
	260755168	SE_SFX_Footstep_Wood_20	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_20_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_20		37568
	268032443	Chair_Creak_Quick_4	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\Chair_Creak_Quick_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood_Creak\Chair_Creak_Quick_4		61860
	274441949	SE_SFX_Jump_Wood_1	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Jump_Wood_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Jump\Player_Jump_Wood\SE_SFX_Jump_Wood_1		68908
	278778620	SE_SFX_Land_Wood_4	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Wood_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Wood\SE_SFX_Land_Wood_4		66560
	286781176	SE_SFX_Jump_Wood_2	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Jump_Wood_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Jump\Player_Jump_Wood\SE_SFX_Jump_Wood_2		46296
	287736745	SE_SFX_Footstep_Wood_11	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_11		19410
	289936296	SE_SFX_Land_Wood_2	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Wood_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Wood\SE_SFX_Land_Wood_2		63332
	294457293	Redneck_Rolls_Dice-SoundBible_com-1100715950	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\Redneck_Rolls_Dice-SoundBible.com-1100715950_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\DEBUG\Redneck_Rolls_Dice-SoundBible_com-1100715950		516304
	295258057	SE_SFX_Dungeon_Cell_Door_Close_Creak_3	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Dungeon_Cell_Door_Close_Creak_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Dungeon\Cell\Door\Cell_Door_Close_Creak\SE_SFX_Dungeon_Cell_Door_Close_Creak_3		181716
	298728433	SE_SFX_Footstep_Concrete_20	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Concrete_20_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Concrete\SE_SFX_Footstep_Concrete_20		39060
	301987717	SE_SFX_Footstep_Wood_8	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_8		19210
	305072942	SE_SFX_Footstep_Wood_18	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_18_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_18		39456
	312022029	SE_SFX_Footstep_Brick_17	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Brick_17_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Brick\SE_SFX_Footstep_Brick_17		36424
	323956997	SE_SFX_Footstep_Wood_3	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_3		16054
	351069673	SE_SFX_Footstep_Wood_7	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Wood_7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood\SE_SFX_Footstep_Wood_7		19224
	355302135	SE_SFX_Footstep_Brick_11	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Brick_11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Brick\SE_SFX_Footstep_Brick_11		30784
	356562556	SE_SFX_Land_Brick_4	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Land_Brick_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Land\Player_Land_Brick\SE_SFX_Land_Brick_4		46884
	365652493	SE_SFX_Water_Drip_10	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Water_Drip_10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Water_Droplet\SE_SFX_Water_Drip_10		79872
	366586264	SE_SFX_Footstep_Brick_4	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Footstep_Brick_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Brick\SE_SFX_Footstep_Brick_4		47008
	388348968	SE_SFX_Coffin_Close_Lid	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Coffin_Close_Lid_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Crypt\Coffin\Close_Lid\SE_SFX_Coffin_Close_Lid		53280
	390133582	SE_SFX_Dungeon_Cell_Door_Close_Handle_1	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Dungeon_Cell_Door_Close_Handle_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Dungeon\Cell\Door\Cell_Door_Close_Handle\SE_SFX_Dungeon_Cell_Door_Close_Handle_1		152976
	392462191	Chair_Creak_Quick_1	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\Chair_Creak_Quick_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Movement\Player_Footstep\Player_Footstep_Wood_Creak\Chair_Creak_Quick_1		62132
	395330269	SE_SFX_Water_Drip_3	C:\Users\Jamie Carnell\Desktop\Projects etc\Projects\GAM340 Project\GAM340-Spatial-Environment\GAM340-SpatialEnv-WwiseProject\.cache\Windows\SFX\SE_SFX_Water_Drip_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Water_Droplet\SE_SFX_Water_Drip_3		72864
